stopid,stopname,stopsite,latitude,longitude,syscode,system,muni
100376,Lampson at Norma (SB),SB_Lampson_NS_Norma,48.4310810029266,-123.405670260303,VIC,Victoria Regional Transit System,Esquimalt
100377,Ross at Wildwood (EB),EB_Ross_FS_Wildwood,48.4107974886585,-123.333623232537,VIC,Victoria Regional Transit System,Victoria
100378,Finlayson at Glasgow (EB),EB_Finlayson_NS_Glasgow,48.4460159951911,-123.362767000021,VIC,Victoria Regional Transit System,Victoria
100379,Lampson at Old Esquimalt (SB),SB_Lampson_NS_Old Esquimalt,48.4337313396788,-123.40404077278,VIC,Victoria Regional Transit System,Esquimalt
100380,Burnside Rd E at Alpha (WB),WB_Burnside Rd E_FS_Alpha,48.4461419955373,-123.37779,VIC,Victoria Regional Transit System,Victoria
100381,Lampson at Munro (SB),SB_Lampson_NS_Munro,48.4217584529468,-123.409325547829,VIC,Victoria Regional Transit System,Esquimalt
100382,Oak Bay at Belcher (WB),WB_Oak Bay_NS_Belcher,48.4265488016463,-123.332774473939,VIC,Victoria Regional Transit System,Victoria
100383,Fairfield at Robertson (WB),WB_Fairfield_FS_Robertson,48.4151029955713,-123.332025000346,VIC,Victoria Regional Transit System,Victoria
100384,Fort at Leighton (EB),EB_Fort_NS_Leighton,48.428569051536,-123.332394998658,VIC,Victoria Regional Transit System,Victoria
100385,Hillside at Cedar Hill (EB),EB_Hillside_NS_Cedar Hill,48.4410461631064,-123.345449866309,VIC,Victoria Regional Transit System,Victoria
100386,Craigflower at Carrie (EB),EB_Craigflower_FS_Carrie,48.4401011956035,-123.3953508331,VIC,Victoria Regional Transit System,Esquimalt
100700,Obed 500 block (EB),EB_500_block_Obed,48.4528303532556,-123.40363700598,VIC,Victoria Regional Transit System,Saanich
100701,Oak Bay at York (WB),WB_Oak Bay_FS_York,48.426498388652,-123.31140121025,VIC,Victoria Regional Transit System,Oak Bay
100702,Foul Bay at Forrester (SB),SB_Foul Bay_FS_Forrester,48.4433041607408,-123.321991492951,VIC,Victoria Regional Transit System,Saanich
100704,Obed 500 block (WB),WB_500_block_Obed,48.4528170489742,-123.403319450899,VIC,Victoria Regional Transit System,Saanich
100705,Uvic Exchange Bay N,Uvic_Exchange_Bay_N,48.4660525198314,-123.308237590238,VIC,Victoria Regional Transit System,Saanich
100707,Cedar Hill at Derby (SB),SB_Cedar Hill_FS_Derby,48.4546869955398,-123.339835,VIC,Victoria Regional Transit System,Saanich
100708,St Ann at Cranmore (SB),SB_St Ann_FS_Cranmore,48.4310820158867,-123.312330818143,VIC,Victoria Regional Transit System,Oak Bay
100709,Trans-Canada at Tillicum (WB),WB_Trans-Canada_FS_Tillicum,48.4584129242992,-123.392149372761,VIC,Victoria Regional Transit System,Saanich
100710,Trans-Canada at Tillicum (EB),EB_Trans-Canada_FS_Tillicum,48.4578456587909,-123.389940272697,VIC,Victoria Regional Transit System,Saanich
100711,Cedar Hill at Derby (NB),NB_Cedar Hill_NS_Derby,48.4550429955399,-123.339532,VIC,Victoria Regional Transit System,Saanich
100712,Richmond at Argyle (NB),NB_Richmond_NS_Argyle,48.4474416326716,-123.326108389564,VIC,Victoria Regional Transit System,Saanich
100713,Quadra at Rock (SB),SB_Quadra_FS_Rock,48.4599314368295,-123.360637531407,VIC,Victoria Regional Transit System,Saanich
100714,Newport at St David (EB),EB_Newport_FS_St David,48.4259095258896,-123.310069084533,VIC,Victoria Regional Transit System,Oak Bay
100715,Windsor at Transit (EB),EB_Windsor_NS_Transit,48.4219269950999,-123.30941300049,VIC,Victoria Regional Transit System,Oak Bay
100716,Burnside Rd W 350 block (NB),NB_350_block_Burnside Rd W,48.4568979955405,-123.394602,VIC,Victoria Regional Transit System,Saanich
100717,Foul Bay at Cochrane (NB),NB_Foul Bay_FS_Cochrane,48.444601224987,-123.321726436136,VIC,Victoria Regional Transit System,Oak Bay
100718,Cadboro Bay at Dalhousie (SB),SB_Cadboro Bay_FS_Dalhousie,48.4345349955338,-123.313169,VIC,Victoria Regional Transit System,Oak Bay
100719,Richmond at Argyle (SB),SB_Richmond_FS_Argyle,48.4472139957721,-123.326481545337,VIC,Victoria Regional Transit System,Saanich
100720,St Ann at Cranmore (NB),NB_St Ann_FS_Cranmore,48.4314839755249,-123.311548363612,VIC,Victoria Regional Transit System,Oak Bay
100721,Central at Transit (WB),WB_Central_NS_Transit,48.4166182466301,-123.309278518466,VIC,Victoria Regional Transit System,Oak Bay
100722,Saanich at Pendene (SB),SB_Saanich_FS_Pendene,48.4606799946147,-123.369169454594,VIC,Victoria Regional Transit System,Saanich
100724,Saanich at Pendene (NB),NB_Saanich_FS_Pendene,48.4610723286616,-123.368883364,VIC,Victoria Regional Transit System,Saanich
100725,Foul Bay at Lansdowne (SB),SB_Foul Bay_FS_Lansdowne,48.4454817984122,-123.32187245864,VIC,Victoria Regional Transit System,Saanich
100726,Carey at Huxley (SB),SB_Carey_FS_Huxley,48.4596463281746,-123.381156199194,VIC,Victoria Regional Transit System,Saanich
100727,Shelbourne at Knight (SB),SB_Shelbourne_NS_Knight,48.452924995792,-123.333192000624,VIC,Victoria Regional Transit System,Saanich
100729,Carey at Huxley (NB),NB_Carey_FS_Huxley,48.4602529956757,-123.381738999342,VIC,Victoria Regional Transit System,Saanich
100570,Admirals at Naden (NB),NB_Admirals_FS_Naden,48.4334529955335,-123.417349,VIC,Victoria Regional Transit System,Esquimalt
100571,Saanich at Oak (SB),SB_Saanich_FS_Oak,48.453930907548,-123.374610019379,VIC,Victoria Regional Transit System,Saanich
100572,Burnside Rd W at Millgrove (EB),EB_Burnside Rd W_NS_Millgrove,48.4517669955389,-123.389353,VIC,Victoria Regional Transit System,Saanich
100573,Cadboro Bay at Bee (EB),EB_Cadboro Bay_NS_Bee,48.4322459955332,-123.321656,VIC,Victoria Regional Transit System,Oak Bay
100574,Oak Bay at Elgin (WB),WB_Oak Bay_FS_Elgin,48.4265808184656,-123.319582266628,VIC,Victoria Regional Transit System,Oak Bay
100575,Foul Bay at Cadboro Bay (NB),NB_Foul Bay_FS_Cadboro Bay,48.4327989953701,-123.322304990106,VIC,Victoria Regional Transit System,Oak Bay
100576,Tillicum at Arnot (NB),NB_Tillicum_FS_Arnot,48.4482925233508,-123.399827640358,VIC,Victoria Regional Transit System,Saanich
100577,Shelbourne at Myrtle (NB),NB_Shelbourne_FS_Myrtle,48.443959895472,-123.333266297582,VIC,Victoria Regional Transit System,Victoria
100578,Maplewood at Ocean View (SB),SB_Maplewood_FS_Ocean View,48.4518689951841,-123.350887000157,VIC,Victoria Regional Transit System,Saanich
100579,Colville at Veterans (WB),WB_Colville_FS_Veterans,48.4379450397912,-123.414687993408,VIC,Victoria Regional Transit System,Esquimalt
100580,Admirals at Naden (SB),SB_Admirals_NS_Naden,48.4337999955336,-123.417852,VIC,Victoria Regional Transit System,Esquimalt
100581,Tillicum at Arnot (SB),SB_Tillicum_FS_Arnot,48.448043450751,-123.400247467602,VIC,Victoria Regional Transit System,Saanich
100582,Victoria at Windsor (NB),NB_Victoria_NS_Windsor,48.4218079800514,-123.318361556234,VIC,Victoria Regional Transit System,Oak Bay
100583,Victoria at McNeill (NB),NB_Victoria_FS_McNeill,48.4206151899074,-123.318290002778,VIC,Victoria Regional Transit System,Oak Bay
100584,North Dairy at Wetherby (WB),WB_North Dairy_NS_Wetherby,48.4483770136947,-123.340074999397,VIC,Victoria Regional Transit System,Saanich
100585,Craigflower 1110 block (EB),EB_1110_block_Craigflower,48.4441548739974,-123.407385918108,VIC,Victoria Regional Transit System,Esquimalt
100586,Craigflower 1115 block (WB),WB_1115_block_Craigflower,48.4441831339592,-123.407228307758,VIC,Victoria Regional Transit System,Esquimalt
100587,Burnside Rd W at Millgrove (WB),WB_Burnside Rd W_FS_Millgrove,48.4517104261265,-123.388938396141,VIC,Victoria Regional Transit System,Saanich
100588,Oak Bay at Yale (EB),EB_Oak Bay_NS_Yale,48.4264534042748,-123.318539755292,VIC,Victoria Regional Transit System,Oak Bay
100589,Victoria at Pentland (NB),NB_Victoria_FS_Pentland,48.4195596462232,-123.31769642298,VIC,Victoria Regional Transit System,Oak Bay
100590,Shelbourne at Hillside (SB),SB_Shelbourne_FS_Hillside,48.4451053321498,-123.333442737186,VIC,Victoria Regional Transit System,Victoria
100591,Victoria at Central (NB),NB_Victoria_FS_Central,48.4170819953819,-123.317849999931,VIC,Victoria Regional Transit System,Oak Bay
100593,Saanich at Blanshard (WB),WB_Saanich_FS_Blanshard,48.4550061633189,-123.372816997648,VIC,Victoria Regional Transit System,Saanich
100594,Esquimalt at Sturdee (EB),EB_Esquimalt_NS_Sturdee,48.4296707622805,-123.420950636768,VIC,Victoria Regional Transit System,Esquimalt
100595,Hillside at Shelbourne (WB),WB_Hillside_FS_Shelbourne,48.4453078260072,-123.334470375584,VIC,Victoria Regional Transit System,Victoria
100596,Richmond at Allenby (SB),SB_Richmond_FS_Allenby,48.44106433337,-123.327770217106,VIC,Victoria Regional Transit System,Saanich
100597,Esquimalt at Foster (WB),WB_Esquimalt_FS_Foster,48.4296136402864,-123.422144444812,VIC,Victoria Regional Transit System,Esquimalt
100598,Tillicum at Obed (SB),SB_Tillicum_FS_Obed,48.4496936133946,-123.398363446401,VIC,Victoria Regional Transit System,Saanich
100599,Quadra 3430 block (NB),NB_3430_block_Quadra,48.454331995625,-123.359864000184,VIC,Victoria Regional Transit System,Saanich
100600,Saanich at Blanshard (EB),EB_Saanich_FS_Blanshard,48.4553281108666,-123.37164242796,VIC,Victoria Regional Transit System,Saanich
100601,Tillicum at Obed (NB),NB_Tillicum_FS_Obed,48.4502961437115,-123.397527540252,VIC,Victoria Regional Transit System,Saanich
100602,Foul Bay at Haultain (SB),SB_Foul Bay_FS_Haultain,48.4354704146648,-123.322344532823,VIC,Victoria Regional Transit System,Saanich
100603,Maplewood at Oakmount (NB),NB_Maplewood_NS_Oakmount,48.4529603922667,-123.350501820173,VIC,Victoria Regional Transit System,Saanich
100604,Obed at Tillicum (WB),WB_Obed_FS_Tillicum,48.4502313337694,-123.398332916963,VIC,Victoria Regional Transit System,Saanich
100605,Foul Bay at Haultain (NB),NB_Foul Bay_NS_Haultain,48.4356096132273,-123.322216822276,VIC,Victoria Regional Transit System,Oak Bay
100606,Richmond at Allenby (NB),NB_Richmond_FS_Allenby,48.4415228156361,-123.327424059001,VIC,Victoria Regional Transit System,Saanich
100607,Uvic Exchange Bay K,Uvic_Exchange_Bay_K,48.4661341003051,-123.30845634058,VIC,Victoria Regional Transit System,Saanich
100608,Obed at Tillicum (EB),EB_Obed_NS_Tillicum,48.4500469957438,-123.398218000258,VIC,Victoria Regional Transit System,Saanich
100610,North Dairy at Keats (WB),WB_North Dairy_FS_Keats,48.4483469962681,-123.337263267037,VIC,Victoria Regional Transit System,Saanich
100611,North Dairy at Keats (EB),EB_North Dairy_FS_Keats,48.4480813137288,-123.336780999853,VIC,Victoria Regional Transit System,Victoria
100612,Hillside Centre Bay 1,Hillside_Centre_Bay_1,48.4473434979564,-123.335620242987,VIC,Victoria Regional Transit System,Victoria
100613,Colville at Flag (EB),EB_Colville_FS_Flag,48.4375823081695,-123.416877865933,VIC,Victoria Regional Transit System,Esquimalt
100614,Quadra at Cook (SB),SB_Quadra_FS_Cook,48.4551909958156,-123.359803765087,VIC,Victoria Regional Transit System,Saanich
100615,Shelbourne at Hillside (NB),NB_Shelbourne_FS_Hillside,48.4461954556036,-123.33319312657,VIC,Victoria Regional Transit System,Victoria
100616,Cadboro Bay at Epworth (EB),EB_Cadboro Bay_FS_Epworth,48.4327709955333,-123.318374,VIC,Victoria Regional Transit System,Oak Bay
100617,Gorge Rd W at Gorge View (WB),WB_Gorge Rd W_NS_Gorge View,48.4486581655932,-123.403548948098,VIC,Victoria Regional Transit System,Saanich
100618,Hillside at Lansdowne (EB),EB_Hillside_NS_Lansdowne,48.4458383728639,-123.332671682186,VIC,Victoria Regional Transit System,Victoria
100619,Tillicum at Maddock Ave W (SB),SB_Tillicum_FS_Maddock Ave W,48.4515199322574,-123.396345278584,VIC,Victoria Regional Transit System,Saanich
100620,Burnside Rd W at Orillia (WB),WB_Burnside Rd W_FS_Orillia,48.4531649955394,-123.391638,VIC,Victoria Regional Transit System,Saanich
100621,Admirals at Lockley (WB),WB_Admirals_FS_Lockley,48.4370399955346,-123.418045,VIC,Victoria Regional Transit System,Esquimalt
100309,Cook at Hillside (SB),SB_Cook_FS_Hillside,48.4400719952527,-123.352021208847,VIC,Victoria Regional Transit System,Victoria
100310,Craigflower at Alderman (EB),EB_Craigflower_NS_Alderman,48.4387006164309,-123.390987516724,VIC,Victoria Regional Transit System,Victoria
100311,Hillside at Cook (WB),WB_Hillside_FS_Cook,48.4403312985065,-123.352549656969,VIC,Victoria Regional Transit System,Victoria
100312,Oak Bay at McGregor (EB),EB_Oak Bay_NS_McGregor,48.4264432347355,-123.335976000355,VIC,Victoria Regional Transit System,Victoria
100313,Fairfield at St Charles (EB),EB_Fairfield_FS_St Charles,48.4121744441866,-123.336835127066,VIC,Victoria Regional Transit System,Victoria
100314,Lyall at MacAulay (EB),EB_Lyall_FS_MacAulay,48.4267189971256,-123.403934334966,VIC,Victoria Regional Transit System,Esquimalt
100315,Quadra at Topaz (NB),NB_Quadra_NS_Topaz,48.4428137465907,-123.360086639899,VIC,Victoria Regional Transit System,Victoria
100317,Oak Bay at McGregor (WB),WB_Oak Bay_FS_McGregor,48.4265859953669,-123.336270999938,VIC,Victoria Regional Transit System,Victoria
100318,Craigflower at Coventry (WB),WB_Craigflower_FS_Coventry,48.4390657753128,-123.391593587183,VIC,Victoria Regional Transit System,Victoria
100319,Jutland at Sumas (WB),WB_Jutland_FS_Sumas,48.4436354918843,-123.374805242252,VIC,Victoria Regional Transit System,Victoria
100320,Fort at Oak Bay (EB),EB_Fort_FS_Oak Bay,48.4270180121501,-123.335740465527,VIC,Victoria Regional Transit System,Victoria
100321,Begbie at Vining (EB),EB_Begbie_NS_Vining,48.4290919955322,-123.336614,VIC,Victoria Regional Transit System,Victoria
100322,Hillside at Cook (EB),EB_Hillside_FS_Cook,48.4403650800582,-123.351183667095,VIC,Victoria Regional Transit System,Victoria
100323,Burnside Rd E at Jutland (EB),EB_Burnside Rd E_FS_Jutland,48.4438719955366,-123.373351,VIC,Victoria Regional Transit System,Victoria
100324,Lyall at MacAulay (WB),WB_Lyall_FS_MacAulay,48.4269108798224,-123.404811378571,VIC,Victoria Regional Transit System,Esquimalt
100327,Esquimalt at MacAulay (EB),EB_Esquimalt_NS_MacAulay,48.4290780610798,-123.404039087732,VIC,Victoria Regional Transit System,Esquimalt
100328,Finlayson at Burnside Rd E (EB),EB_Finlayson_FS_Burnside Rd E,48.4442668947313,-123.373360790377,VIC,Victoria Regional Transit System,Victoria
100329,Cook at Hillside (NB),NB_Cook_FS_Hillside,48.4406659958085,-123.351368000094,VIC,Victoria Regional Transit System,Victoria
100330,Begbie at Shakespeare (WB),WB_Begbie_FS_Shakespeare,48.4294489955323,-123.335998,VIC,Victoria Regional Transit System,Victoria
100332,Ross at St Charles (WB),WB_Ross_NS_St Charles,48.4108852895862,-123.335949000107,VIC,Victoria Regional Transit System,Victoria
100333,Quadra at Summit (SB),SB_Quadra_FS_Summit,48.4436459957107,-123.360577695383,VIC,Victoria Regional Transit System,Victoria
100335,Ross at St Charles (EB),EB_Ross_FS_St Charles,48.410785731118,-123.335873732989,VIC,Victoria Regional Transit System,Victoria
100336,Hillside at Higgins (WB),WB_Hillside_FS_Higgins,48.4408141659127,-123.349736309282,VIC,Victoria Regional Transit System,Victoria
100337,Hillside at Higgins (EB),EB_Hillside_FS_Higgins,48.4408255378018,-123.34876368105,VIC,Victoria Regional Transit System,Victoria
100338,Craigflower at Dominion (EB),EB_Craigflower_NS_Dominion,48.4395433290222,-123.393470748378,VIC,Victoria Regional Transit System,Esquimalt
100339,Finlayson at Douglas (WB),WB_Finlayson_FS_Douglas,48.4448640384461,-123.371604578923,VIC,Victoria Regional Transit System,Victoria
100340,Fairfield at Lillian (WB),WB_Fairfield_FS_Lillian,48.4131714267784,-123.334181191079,VIC,Victoria Regional Transit System,Victoria
100342,Old Esquimalt at Head (EB),EB_Old Esquimalt_FS_Head,48.4327792385866,-123.402457181116,VIC,Victoria Regional Transit System,Esquimalt
100343,Finlayson at Nanaimo (EB),EB_Finlayson_NS_Nanaimo,48.4451368587226,-123.369918587528,VIC,Victoria Regional Transit System,Victoria
100344,Quadra at Spruce (NB),NB_Quadra_NS_Spruce,48.4442489954941,-123.360383829501,VIC,Victoria Regional Transit System,Victoria
100345,Fairfield at Lillian (EB),EB_Fairfield_NS_Lillian,48.4131308571047,-123.334065029554,VIC,Victoria Regional Transit System,Victoria
100346,Burnside Rd E at Frances (WB),WB_Burnside Rd E_FS_Frances,48.445009995537,-123.375406,VIC,Victoria Regional Transit System,Victoria
100347,Douglas at Finlayson (SB),SB_Douglas_FS_Finlayson,48.4445459697415,-123.370524489621,VIC,Victoria Regional Transit System,Victoria
100348,Esquimalt at Lampson (WB),WB_Esquimalt_NS_Lampson,48.4294240883499,-123.405560794596,VIC,Victoria Regional Transit System,Esquimalt
100351,Fort at Morrison (WB),WB_Fort_NS_Morrison,48.428083298104,-123.334041764229,VIC,Victoria Regional Transit System,Victoria
100353,Lyall at Lampson (EB),EB_Lyall_FS_Lampson,48.4271345700446,-123.406959182819,VIC,Victoria Regional Transit System,Esquimalt
100504,McNeill at Foul Bay (WB),WB_McNeill_NS_Foul Bay,48.4204445681616,-123.322913013258,VIC,Victoria Regional Transit System,Victoria
100505,Hillside at Doncaster (WB),WB_Hillside_FS_Doncaster,48.4435635383991,-123.338821819673,VIC,Victoria Regional Transit System,Victoria
100506,Richmond at Adanac (SB),SB_Richmond_NS_Adanac,48.4355175030215,-123.328891910375,VIC,Victoria Regional Transit System,Victoria
100507,Uvic Exchange Bay H,Uvic_Exchange_Bay_H,48.4663943118036,-123.308646269751,VIC,Victoria Regional Transit System,Saanich
100508,Metchosin at Wootton (SB),SB_Metchosin_FS_Wootton,48.3810169953404,-123.530187000534,VIC,Victoria Regional Transit System,Metchosin
100511,Foul Bay at Edgecliffe (SB),SB_Foul Bay_NS_Edgecliffe,48.4222539952828,-123.322501000451,VIC,Victoria Regional Transit System,Oak Bay
100512,Oak Bay at Amphion (WB),WB_Oak Bay_NS_Amphion,48.4265215860849,-123.323405675034,VIC,Victoria Regional Transit System,Victoria
100513,Cook at Slater (SB),SB_Cook_FS_Slater,48.4490383123017,-123.350332077932,VIC,Victoria Regional Transit System,Victoria
100514,Hillside at Doncaster (EB),EB_Hillside_FS_Doncaster,48.4438366103615,-123.337706647538,VIC,Victoria Regional Transit System,Victoria
100515,Fort at Lee (EB),EB_Fort_FS_Lee,48.431509438433,-123.325064659972,VIC,Victoria Regional Transit System,Victoria
100517,Foul Bay at Oak Bay (SB),SB_Foul Bay_FS_Oak Bay,48.4257580039182,-123.322768874812,VIC,Victoria Regional Transit System,Oak Bay
100518,Richmond at Haultain (NB),NB_Richmond_FS_Haultain,48.4362092610729,-123.328530501623,VIC,Victoria Regional Transit System,Saanich
100519,Lyall at Admirals (WB),WB_Lyall_NS_Admirals,48.4283144647901,-123.416707817579,VIC,Victoria Regional Transit System,Esquimalt
100520,Quadra at Inverness (SB),SB_Quadra_FS_Inverness,48.4515680023744,-123.361205727272,VIC,Victoria Regional Transit System,Saanich
100521,Crescent at King George (EB),EB_Crescent_NS_King George,48.4106469952126,-123.323902999985,VIC,Victoria Regional Transit System,Oak Bay
100522,Foul Bay at Granite (NB),NB_Foul Bay_FS_Granite,48.4252933751255,-123.322216805982,VIC,Victoria Regional Transit System,Oak Bay
100523,Burnside Rd W at QuAppelle (WB),WB_Burnside Rd W_FS_QuAppelle,48.4503659955385,-123.386279,VIC,Victoria Regional Transit System,Saanich
100524,Colville at Hutchinson (EB),EB_Colville_NS_Hutchinson,48.4382398674631,-123.410908275093,VIC,Victoria Regional Transit System,Esquimalt
100525,Gorge Rd W at Orillia (WB),WB_Gorge Rd W_NS_Orillia,48.447289750649,-123.397151192737,VIC,Victoria Regional Transit System,Saanich
100526,Esquimalt at Admirals (EB),EB_Esquimalt_FS_Admirals,48.4298481380109,-123.416707398771,VIC,Victoria Regional Transit System,Esquimalt
100527,Burnside Rd W at Wascana (EB),EB_Burnside Rd W_FS_Wascana,48.4504849955386,-123.386863,VIC,Victoria Regional Transit System,Saanich
100528,Admirals at Lyall (SB),SB_Admirals_NS_Lyall,48.4284319955307,-123.417073276922,VIC,Victoria Regional Transit System,Esquimalt
100529,Admirals at Esquimalt (NB),NB_Admirals_NS_Esquimalt,48.4294474918492,-123.416936581307,VIC,Victoria Regional Transit System,Esquimalt
100530,Richmond at Kings (SB),SB_Richmond_FS_Kings,48.4375314112165,-123.328535880171,VIC,Victoria Regional Transit System,Victoria
100531,Shelbourne at Pearl (SB),SB_Shelbourne_FS_Pearl,48.4416983548768,-123.333538366817,VIC,Victoria Regional Transit System,Victoria
100532,Tillicum at Gorge Bridge (NB),NB_Tillicum_NS_Gorge Bridge,48.4457882154714,-123.400539076302,VIC,Victoria Regional Transit System,Esquimalt
100533,Foul Bay at Leighton (SB),SB_Foul Bay_NS_Leighton,48.428552493518,-123.3227590596,VIC,Victoria Regional Transit System,Victoria
100534,Boleskine at Whittier (EB),EB_Boleskine_NS_Whittier,48.452095995539,-123.380564,VIC,Victoria Regional Transit System,Saanich
100535,Boleskine at Douglas (EB),EB_Boleskine_NS_Douglas,48.4525989955392,-123.376227,VIC,Victoria Regional Transit System,Saanich
100536,Oak Bay at Foul Bay (EB),EB_Oak Bay_FS_Foul Bay,48.4263939780715,-123.321732664224,VIC,Victoria Regional Transit System,Oak Bay
100795,Craigflower at Aral (SB),SB_Craigflower_FS_Aral,48.4491559953926,-123.420050999498,VIC,Victoria Regional Transit System,New Songhees 1A
100796,Newport at Margate (SB),SB_Newport_FS_Margate,48.4204139953484,-123.303281999712,VIC,Victoria Regional Transit System,Oak Bay
100797,Interurban at Dumeresq (NB),NB_Interurban_FS_Dumeresq,48.462385994955,-123.395257546007,VIC,Victoria Regional Transit System,Saanich
100799,Craigflower at Rankin (WB),WB_Craigflower_NS_Rankin,48.4483789952947,-123.417386000317,VIC,Victoria Regional Transit System,Esquimalt
100800,Oak Bay Marina,WB_Beach_NS_Currie,48.4236701880017,-123.302844554197,VIC,Victoria Regional Transit System,Oak Bay
100801,Beach at Dalhousie (SB),SB_Beach_FS_Dalhousie,48.4335849955335,-123.305868,VIC,Victoria Regional Transit System,Oak Bay
100802,Musgrave at Thompson (SB),SB_Musgrave_NS_Thompson,48.4381189955424,-123.308091999358,VIC,Victoria Regional Transit System,Oak Bay
100803,Cowper at Colquitz (WB),WB_Cowper_NS_Colquitz,48.4556106602617,-123.411256731478,VIC,Victoria Regional Transit System,Saanich
100805,Burnside Rd W at Admirals (NB),NB_Burnside Rd W_NS_Admirals,48.4603519955416,-123.399648,VIC,Victoria Regional Transit System,Saanich
100806,Carey at Kent (SB),SB_Carey_FS_Kent,48.4636973193576,-123.386410578689,VIC,Victoria Regional Transit System,Saanich
100807,Thompson at Musgrave (NB),NB_Thompson_FS_Musgrave,48.4381595649808,-123.308433579864,VIC,Victoria Regional Transit System,Oak Bay
100808,Mayhew at Dufferin (EB),EB_Mayhew_NS_Dufferin,48.4397566277426,-123.309288727409,VIC,Victoria Regional Transit System,Oak Bay
100809,Cowper at Colquitz (EB),EB_Cowper_NS_Colquitz,48.4556039956596,-123.411914000363,VIC,Victoria Regional Transit System,Saanich
100810,Burnside Rd W at Rolston (SB),SB_Burnside Rd W_NS_Rolston,48.4606279955416,-123.400281,VIC,Victoria Regional Transit System,Saanich
100811,Shelbourne at Pear (SB),SB_Shelbourne_FS_Pear,48.4582299952057,-123.333106999673,VIC,Victoria Regional Transit System,Saanich
100813,Cedar Hill at Church (SB),SB_Cedar Hill_FS_Church,48.4602192464743,-123.338292476689,VIC,Victoria Regional Transit System,Saanich
100814,Beach at Dalhousie (NB),NB_Beach_FS_Dalhousie,48.4344705955338,-123.30498,VIC,Victoria Regional Transit System,Oak Bay
100815,Estevan at Dunlevy (EB),EB_Estevan_FS_Dunlevy,48.4371554362044,-123.306911330795,VIC,Victoria Regional Transit System,Oak Bay
100816,Cedar Hill at Church (NB),NB_Cedar Hill_NS_Church,48.4601689955415,-123.338132,VIC,Victoria Regional Transit System,Saanich
100817,Trans-Canada at McKenzie (WB),WB_Trans-Canada_NS_McKenzie,48.4597387650393,-123.403368153968,VIC,Victoria Regional Transit System,Saanich
100819,Admirals at Seenupin (NB),NB_Admirals_NS_Seenupin,48.4443939959732,-123.427875000171,VIC,Victoria Regional Transit System,Esquimalt
100820,Richmond at Cedar (SB),SB_Richmond_NS_Cedar,48.4561150881739,-123.328313338165,VIC,Victoria Regional Transit System,Saanich
100821,Estevan at Dunlevy (WB),WB_Estevan_NS_Dunlevy,48.4373168281285,-123.306868414933,VIC,Victoria Regional Transit System,Oak Bay
100822,Richmond at Cedar (NB,NB_Richmond_FS_Cedar,48.4562978111271,-123.328155179205,VIC,Victoria Regional Transit System,Saanich
100823,Admirals at Thomas (SB),SB_Admirals_NS_Thomas,48.4443364062327,-123.428116212305,VIC,Victoria Regional Transit System,Esquimalt
100824,Nottingham at Burdick (WB),WB_Nottingham_FS_Burdick,48.442107995803,-123.310298999794,VIC,Victoria Regional Transit System,Oak Bay
100826,Foul Bay at University (WB),WB_Foul Bay_NS_University,48.4496588654542,-123.318071411702,VIC,Victoria Regional Transit System,Oak Bay
100827,Foul Bay at University (EB),EB_Foul Bay_FS_University,48.4495326251977,-123.318001796188,VIC,Victoria Regional Transit System,Oak Bay
100828,Quadra at Hulford (SB),SB_Quadra_NS_Hulford,48.4657069978223,-123.361210021385,VIC,Victoria Regional Transit System,Saanich
100829,Shelbourne at Pear (NB),NB_Shelbourne_FS_Pear,48.458813995943,-123.332870999761,VIC,Victoria Regional Transit System,Saanich
100831,Saanich at Greenridge (SB),SB_Saanich_FS_Greenridge,48.4660694212233,-123.368803332168,VIC,Victoria Regional Transit System,Saanich
100834,Glanford at Jolly (SB),SB_Glanford_NS_Jolly,48.4662675437378,-123.387915554667,VIC,Victoria Regional Transit System,Saanich
100835,Blenkinsop at Union (SB),SB_Blenkinsop_FS_Union,48.4646004152373,-123.350227895792,VIC,Victoria Regional Transit System,Saanich
100836,Saanich at Greenridge (NB),NB_Saanich_FS_Greenridge,48.4664776690877,-123.368827272891,VIC,Victoria Regional Transit System,Saanich
100837,Admirals at Cowper (EB),EB_Admirals_NS_Cowper,48.4562490955403,-123.4135119,VIC,Victoria Regional Transit System,Saanich
100838,Estevan at Lincoln (EB),EB_Estevan_FS_Lincoln,48.4363196393628,-123.304530273322,VIC,Victoria Regional Transit System,Oak Bay
100839,Carey at Glanford (WB),WB_Carey_FS_Glanford,48.4649279955429,-123.388131,VIC,Victoria Regional Transit System,Saanich
100841,Burnside Rd W at McKenzie (WB),WB_Burnside Rd W_NS_McKenzie,48.4618329955419,-123.401811,VIC,Victoria Regional Transit System,Saanich
100843,Burnside Rd W at McKenzie (EB),EB_Burnside Rd W_FS_McKenzie,48.4616359955419,-123.401755,VIC,Victoria Regional Transit System,Saanich
100844,Richmond at Kingsberry (NB),NB_Richmond_FS_Kingsberry,48.4581201334197,-123.329077977986,VIC,Victoria Regional Transit System,Saanich
100846,Gorge Rd W at Rockwell (EB),EB_Gorge Rd W_NS_Rockwell,48.4530364160697,-123.41938652161,VIC,Victoria Regional Transit System,Saanich
100847,Estevan at Beach (WB),WB_Estevan_FS_Beach,48.436394029115,-123.3039778188,VIC,Victoria Regional Transit System,Oak Bay
