stopid,stopname,stopsite,latitude,longitude,syscode,system,muni
101487,Cairndale at Willowdale (EB),EB_Cairndale_FS_Willowdale,48.4198729958686,-123.497213999799,VIC,Victoria Regional Transit System,Colwood
101488,Kelly at Metchosin (WB),WB_Kelly_FS_Metchosin,48.4362429957674,-123.495932999931,VIC,Victoria Regional Transit System,Colwood
101490,Interurban at Viaduct Ave W (SB),SB_Interurban_FS_Viaduct Ave W,48.4983490323234,-123.419544363613,VIC,Victoria Regional Transit System,Saanich
101362,Royal Oak 920 block (EB),EB_920_block_Royal Oak,48.4974989959614,-123.372936999509,VIC,Victoria Regional Transit System,Saanich
101363,Ash at Torquay (EB),EB_Ash_FS_Torquay,48.4905979955505,-123.321852,VIC,Victoria Regional Transit System,Saanich
101364,Wilkinson at Greenlea (WB),WB_Wilkinson_NS_Greenlea,48.49527207908,-123.397840016493,VIC,Victoria Regional Transit System,Saanich
101365,Camosun Interurban,Camosun Interurban,48.4904376291156,-123.418788131959,VIC,Victoria Regional Transit System,Saanich
101366,Chatterton at Royal Oak (NB),NB_Chatterton_NS_Royal Oak,48.497099832009,-123.37987116992,VIC,Victoria Regional Transit System,Saanich
101367,Ash at Bissenden (WB),WB_Ash_FS_Bissenden,48.4913827955507,-123.3244828,VIC,Victoria Regional Transit System,Saanich
101368,Ash at Torquay (WB),WB_Ash_NS_Torquay,48.4906738408157,-123.321783564291,VIC,Victoria Regional Transit System,Saanich
101369,Chatterton at Royal Oak (SB),SB_Chatterton_FS_Royal Oak,48.4971203976048,-123.379999014218,VIC,Victoria Regional Transit System,Saanich
101370,Royal Oak at Chatterton (EB),EB_Royal Oak_FS_Chatterton,48.497489995271,-123.377626999593,VIC,Victoria Regional Transit System,Saanich
101371,Metchosin at Painter (NB),NB_Metchosin_NS_Painter,48.4218685568553,-123.486816939047,VIC,Victoria Regional Transit System,Colwood
101372,Royal Oak at Boulderwood (WB),WB_Royal Oak_NS_Boulderwood,48.4977319958412,-123.37393800039,VIC,Victoria Regional Transit System,Saanich
101373,Six Mile Rd at Thetis Lake (WB),WB_Six Mile Rd_AT_Thetis Lake ,48.4628728489964,-123.467349632237,VIC,Victoria Regional Transit System,View Royal
101374,Atkins at Crystalview (NB),NB_Atkins_NS_Crystalview,48.4500469957723,-123.478100000549,VIC,Victoria Regional Transit System,Langford
101375,Interurban at Main Entrance (NB),NB_Interurban_NS_Main Entrance,48.4906710742816,-123.419329195636,VIC,Victoria Regional Transit System,Saanich
101376,Metchosin at Sangster (SB),SB_Metchosin_NS_Sangster,48.4213548811956,-123.486734629591,VIC,Victoria Regional Transit System,Colwood
101377,Atkins at Crystalview (SB),SB_Atkins_FS_Crystalview,48.4499609951856,-123.478263999852,VIC,Victoria Regional Transit System,Langford
101378,Goldstream at Kristina (EB),EB_Goldstream_FS_Kristina,48.4452509951649,-123.481065000683,VIC,Victoria Regional Transit System,Colwood
101379,Ferndale at Saltair (SB),SB_Ferndale_FS_Saltair,48.4863209953769,-123.307869999725,VIC,Victoria Regional Transit System,Saanich
101380,Goldstream at Kristina (WB),WB_Goldstream_FS_Kristina,48.4454691693486,-123.481688553546,VIC,Victoria Regional Transit System,Langford
101381,Royal Oak at Chatterton (EB),EB_Royal Oak_NS_Chatterton,48.4980836750001,-123.380645231816,VIC,Victoria Regional Transit System,Saanich
101382,Royal Oak at Tanglewood (EB),EB_Royal Oak_FS_Tanglewood,48.4984569956325,-123.369530999866,VIC,Victoria Regional Transit System,Saanich
101383,Cordova Bay at Ash (SB),SB_Cordova Bay_NS_Ash,48.4958140391747,-123.336091530276,VIC,Victoria Regional Transit System,Saanich
101384,Emily Carr at Carolwood (NB),NB_Emily Carr_NS_Carolwood,48.4984129790449,-123.36615399318,VIC,Victoria Regional Transit System,Saanich
101385,Benhomer at Tibbitt (EB),EB_Benhomer_FS_Tibbitt,48.4178375753938,-123.487476806117,VIC,Victoria Regional Transit System,Colwood
101386,VI Technology Park Main Entrance,VI Technology Park Main Entrance,48.4938609953017,-123.409898999727,VIC,Victoria Regional Transit System,Saanich
101387,Cordova Bay at Ash (NB),NB_Cordova Bay_FS_Ash,48.4959708347458,-123.336096494782,VIC,Victoria Regional Transit System,Saanich
101388,Metchosin at Raynerwood (NB),NB_Metchosin_FS_Raynerwood,48.4241789952122,-123.488271000273,VIC,Victoria Regional Transit System,Colwood
101389,Wilkinson 4530 block (SB),SB_4530_block_Wilkinson,48.4972493062332,-123.394867863456,VIC,Victoria Regional Transit System,Saanich
101390,Ferndale at Saltair (NB),NB_Ferndale_FS_Saltair,48.4866929955233,-123.307559999944,VIC,Victoria Regional Transit System,Saanich
101391,Markham 4470 block (EB),EB_4470_block_Markham,48.4941839955922,-123.411747999414,VIC,Victoria Regional Transit System,Saanich
101392,Markham at West Saanich (SB),SB_Markham_FS_West Saanich,48.5001859958159,-123.403234000007,VIC,Victoria Regional Transit System,Saanich
101393,Royal Oak at Tanglewood (WB),WB_Royal Oak_NS_Tanglewood,48.4986997659754,-123.36936863545,VIC,Victoria Regional Transit System,Saanich
101394,Markham at West Saanich (NB),NB_Markham_NS_West Saanich,48.5000419953603,-123.403101999799,VIC,Victoria Regional Transit System,Saanich
101395,Markham 4470 block (WB),WB_4470_block_Markham,48.4943749956045,-123.411736999474,VIC,Victoria Regional Transit System,Saanich
101396,Tyndall at Leabrook (NB),NB_Tyndall_FS_Leabrook,48.4903679886842,-123.316999662383,VIC,Victoria Regional Transit System,Saanich
101397,Wilkinson 4560 block (NB),NB_4560_block_Wilkinson,48.49720699588,-123.394704000581,VIC,Victoria Regional Transit System,Saanich
101398,Benhomer at Painter (WB),WB_Benhomer_NS_Painter,48.418231518555,-123.48876132357,VIC,Victoria Regional Transit System,Colwood
101399,West Saanich at Pipeline (WB),WB_West Saanich_FS_Pipeline,48.4977559954647,-123.392205000601,VIC,Victoria Regional Transit System,Saanich
101401,Royal Oak Exchange Bay I,Royal_Oak_Exchange_Bay_I,48.4986463045894,-123.384313556458,VIC,Victoria Regional Transit System,Saanich
101402,Royal Oak at Falaise (WB),WB_Royal Oak_FS_Falaise,48.4986826252414,-123.382162907716,VIC,Victoria Regional Transit System,Saanich
101403,Markham 4540 block (NB),NB_4540_block_Markham,48.4970069956182,-123.404913999688,VIC,Victoria Regional Transit System,Saanich
101404,Emily Carr at Carolwood (EB),EB_Emily Carr_NS_Carolwood,48.4992059959307,-123.366822999838,VIC,Victoria Regional Transit System,Saanich
101405,Tyndall at Barrie (SB),SB_Tyndall_NS_Barrie,48.4909980278328,-123.316975250545,VIC,Victoria Regional Transit System,Saanich
101406,Markham 4530 block (SB),SB_4530_block_Markham,48.4963769954995,-123.405447999726,VIC,Victoria Regional Transit System,Saanich
101407,Royal Oak Exchange Bay H,Royal_Oak_Exchange_Bay_H,48.4986911101042,-123.385958115256,VIC,Victoria Regional Transit System,Saanich
101409,Painter at Sue Mar (NB),NB_Painter_NS_Sue Mar,48.4172021320906,-123.489639750754,VIC,Victoria Regional Transit System,Colwood
101410,Ferndale at Seawood (EB),EB_Ferndale_NS_Seawood,48.4910588621064,-123.315510282825,VIC,Victoria Regional Transit System,Saanich
101411,Interurban at Hughes (SB),SB_Interurban_FS_Hughes,48.4916349954038,-123.419756999559,VIC,Victoria Regional Transit System,Saanich
101412,Royal Oak at West Saanich (EB),EB_Royal Oak_FS_West Saanich,48.4984939951191,-123.393134000315,VIC,Victoria Regional Transit System,Saanich
101413,Royal Oak at Emily Carr (SB),SB_Royal Oak_NS_Emily Carr,48.4998996355821,-123.367046459662,VIC,Victoria Regional Transit System,Saanich
101416,Royal Oak Exchange Bay E,Royal_Oak_Exchange_Bay_E,48.4990881002792,-123.387238277117,VIC,Victoria Regional Transit System,Saanich
101417,Painter at Bidwell (SB),SB_Painter_NS_Bidwell,48.4170479955611,-123.48983100055,VIC,Victoria Regional Transit System,Colwood
101418,Royal Oak at Amblewood (NB),NB_Royal Oak_NS_Amblewood,48.4998778802673,-123.366912543428,VIC,Victoria Regional Transit System,Saanich
101419,Sooke at Acacia (EB),EB_Sooke_NS_Acacia,48.4370349952484,-123.486583000367,VIC,Victoria Regional Transit System,Colwood
101420,Ferndale at Seawood (WB),WB_Ferndale_NS_Seawood,48.4911961291272,-123.314918023641,VIC,Victoria Regional Transit System,Saanich
101421,Ferndale at Pomona (EB),EB_Ferndale_FS_Pomona,48.4900819957678,-123.311580000113,VIC,Victoria Regional Transit System,Saanich
101422,Ferndale at Pauls (NB),NB_Ferndale_NS_Pauls,48.4884069955479,-123.306978000289,VIC,Victoria Regional Transit System,Saanich
101423,Ferndale at Pauls (SB),SB_Ferndale_FS_Pauls,48.4883189957485,-123.307197999934,VIC,Victoria Regional Transit System,Saanich
101425,Sooke at Mount View (WB),WB_Sooke_NS_Mount View,48.4367169952714,-123.4874379997,VIC,Victoria Regional Transit System,Colwood
100908,Sunheights at Sun Estates (WB),WB_Sunheights_NS_Sun Estates,48.4152440360039,-123.513848427892,VIC,Victoria Regional Transit System,Langford
100910,Island Hwy at Glentana (EB),EB_Island Hwy_FS Glentana,48.4525319953359,-123.428527999559,VIC,Victoria Regional Transit System,View Royal
100911,Cedar Hill Cross at Iona (WB),WB_Cedar Hill Cross_FS_Iona,48.4605439955415,-123.326974,VIC,Victoria Regional Transit System,Saanich
100912,Uplands at Cotswold (NB),NB_Uplands_NS_Cotswold,48.4464309854148,-123.307228273253,VIC,Victoria Regional Transit System,Oak Bay
100913,Henderson 3460 block (NB),NB_3460_block_Henderson,48.4535039902567,-123.314749453826,VIC,Victoria Regional Transit System,Oak Bay
100914,Nottingham at Devon (WB),WB_Nottingham_FS_Devon,48.4445954561951,-123.305378494993,VIC,Victoria Regional Transit System,Oak Bay
100915,Douglas at Blackberry (NB),NB_Douglas_NS_Blackberry,48.4693789788884,-123.379385289909,VIC,Victoria Regional Transit System,Saanich
100916,Blenkinsop at Moorgreen (NB),NB_Blenkinsop_FS_Moorgreen,48.4678978521605,-123.349915555043,VIC,Victoria Regional Transit System,Saanich
100918,McKenzie at Quadra (WB),WB_McKenzie_FS_Quadra,48.4698584937613,-123.366232365245,VIC,Victoria Regional Transit System,Saanich
100919,McKenzie at Quadra (EB),EB_McKenzie_FS_Quadra,48.4700429952941,-123.363898999616,VIC,Victoria Regional Transit System,Saanich
100920,Burnside Rd W at Grange (EB),EB_Burnside Rd W_FS_Grange,48.4630709955423,-123.409759,VIC,Victoria Regional Transit System,Saanich
100921,Borden at McKenzie (SB),SB_Borden_FS_McKenzie,48.4691224079782,-123.360880916492,VIC,Victoria Regional Transit System,Saanich
100922,Cedar Hill at Mortimer (NB),NB_Cedar Hill_FS_Mortimer,48.4651989955429,-123.33609,VIC,Victoria Regional Transit System,Saanich
100923,Quadra at McKenzie (WB),WB_Quadra_FS_McKenzie,48.470388022611,-123.365082926915,VIC,Victoria Regional Transit System,Saanich
100924,Interurban at Marigold (SB),SB_Interurban_FS_Marigold,48.4663516667545,-123.40135754605,VIC,Victoria Regional Transit System,Saanich
100925,Quadra at McKenzie (SB),SB_Quadra_NS_McKenzie,48.4704701255096,-123.365460101042,VIC,Victoria Regional Transit System,Saanich
100926,McKenzie at Borden (EB),EB_McKenzie_FS_Borden,48.4704412759924,-123.360722488688,VIC,Victoria Regional Transit System,Saanich
100927,McKenzie at Borden (WB),WB_McKenzie_FS_Borden,48.4703544108614,-123.362167733815,VIC,Victoria Regional Transit System,Saanich
100928,Burnside Rd W at Grange (WB),WB_Burnside Rd W_FS_Grange,48.4631449955423,-123.410607,VIC,Victoria Regional Transit System,Saanich
100929,Cedar Hill Cross at Astra (EB),EB_Cedar Hill Cross_FS_Astra,48.4702369955444,-123.356653,VIC,Victoria Regional Transit System,Saanich
100931,Shelbourne at Mortimer (SB),SB_Shelbourne_FS_Mortimer,48.4646499952262,-123.332896565077,VIC,Victoria Regional Transit System,Saanich
100932,Henderson at Avondale (SB),SB_Henderson_NS_Avondale,48.4552963302009,-123.314518636967,VIC,Victoria Regional Transit System,Oak Bay
100933,Shelbourne at Mortimer (NB),NB_Shelbourne_NS_Mortimer,48.4647529396172,-123.332749272189,VIC,Victoria Regional Transit System,Saanich
100936,Cotswold at Weald (EB),EB_Cotswold_FS_Weald,48.4468024375713,-123.304274802622,VIC,Victoria Regional Transit System,Oak Bay
100937,Henderson at Avondale (NB),NB_Henderson_FS_Avondale,48.4554849994173,-123.314077091276,VIC,Victoria Regional Transit System,Oak Bay
100938,Interurban at Marigold (NB),NB_Interurban_FS_Marigold,48.467121402747,-123.401685082506,VIC,Victoria Regional Transit System,Saanich
100939,Island Hwy at Glentana (WB),WB_Island Hwy_at_Glentana,48.4526475714071,-123.428915122836,VIC,Victoria Regional Transit System,View Royal
100940,Glanford at Kenneth (NB),NB_Glanford_FS_Kenneth,48.4700579959348,-123.388672545241,VIC,Victoria Regional Transit System,Saanich
100942,Cedar Hill Cross at Mayfair (WB),WB_Cedar Hill Cross_NS_Mayfair,48.460616970556,-123.322087486992,VIC,Victoria Regional Transit System,Saanich
100943,Douglas at Sanctuary (WB),WB_Douglas_NS_Sanctuary,48.4710729956067,-123.380987000044,VIC,Victoria Regional Transit System,Saanich
100944,Cedar Hill Cross at Gordon Head (EB),EB_Cedar Hill Cross_NS_Gordon Head,48.4604266338973,-123.321546635829,VIC,Victoria Regional Transit System,Saanich
100945,Glanford at OConnell (SB),SB_Glanford_FS_OConnell,48.4702003329054,-123.389124636491,VIC,Victoria Regional Transit System,Saanich
100947,Lansdowne at Ripon (WB),WB_Lansdowne_FS_Ripon,48.4444337857745,-123.301142969895,VIC,Victoria Regional Transit System,Oak Bay
100948,Cedar Hill at Garnet (SB),SB_Cedar Hill_FS_Garnet,48.4665988955433,-123.3358758,VIC,Victoria Regional Transit System,Saanich
100949,Burnside Rd W at Heritage (WB),WB_Burnside Rd W_NS_Heritage,48.4635919955425,-123.412508,VIC,Victoria Regional Transit System,Saanich
100950,Henderson at Frederick Norris (SB),SB_Henderson_FS_Frederick Norris,48.4577686609377,-123.315987726703,VIC,Victoria Regional Transit System,Oak Bay
100951,Henderson at Frederick Norris (NB),NB_Henderson_NS_Frederick Norris,48.4579153300392,-123.315541272799,VIC,Victoria Regional Transit System,Oak Bay
100953,McKenzie at Century (EB),EB_McKenzie_FS_Century,48.4714686768354,-123.354348132007,VIC,Victoria Regional Transit System,Saanich
100955,McKenzie at Century (WB),WB_McKenzie_NS_Century,48.4714920880545,-123.354857181474,VIC,Victoria Regional Transit System,Saanich
100956,Cedar Hill Cross 2000 block (EB),EB_2000_block_Cedar Hill Cross,48.4594647077308,-123.3179256976,VIC,Victoria Regional Transit System,Oak Bay
100957,McKenzie at Oakwinds (EB),EB_McKenzie_FS_Oakwinds,48.4686075247234,-123.339356000427,VIC,Victoria Regional Transit System,Saanich
100958,Carey at Norwood (NB),NB_Carey_FS_Norwood,48.4697479955443,-123.395702,VIC,Victoria Regional Transit System,Saanich
100959,McKenzie at Oakwinds (WB),WB_McKenzie_FS_Oakwinds,48.4687089805919,-123.340194464081,VIC,Victoria Regional Transit System,Saanich
100960,Cedar Hill Cross 2010 block (WB),WB_2010_block_Cedar Hill Cross,48.4595009955413,-123.31763,VIC,Victoria Regional Transit System,Oak Bay
100961,Blenkinsop at Lonsdale (NB),NB_Blenkinsop_FS_Lonsdale,48.4714039955448,-123.350928,VIC,Victoria Regional Transit System,Saanich
100962,Helmcken at Camden (EB),EB_Helmcken_FS_Camden,48.4680339957164,-123.424875000386,VIC,Victoria Regional Transit System,View Royal
100963,Carey at Norwood (SB),SB_Carey_FS_Norwood,48.4696659955443,-123.395877,VIC,Victoria Regional Transit System,Saanich
100964,McKenzie at Long Gun (EB),EB_McKenzie_NS_Long Gun,48.4698102242676,-123.342398399362,VIC,Victoria Regional Transit System,Saanich
100965,Garnet at Cedar Hill (WB),WB_Garnet_NS_Cedar Hill,48.4678037267183,-123.334932798155,VIC,Victoria Regional Transit System,Saanich
100966,McKenzie at Blenkinsop (WB),WB_McKenzie_FS_Blenkinsop,48.4718973511221,-123.351788888668,VIC,Victoria Regional Transit System,Saanich
100967,McKenzie at Blenkinsop (EB),EB_McKenzie_FS_Blenkinsop,48.4719614725867,-123.350483355373,VIC,Victoria Regional Transit System,Saanich
100968,Midland 3210 block (NB),NB_3210_block_Midland,48.4476809959231,-123.30137699966,VIC,Victoria Regional Transit System,Oak Bay
100969,McKenzie 1420 block (WB),WB_1420_block_McKenzie,48.4704334836868,-123.343009010513,VIC,Victoria Regional Transit System,Saanich
100970,Shelbourne at Garnet (NB),NB_Shelbourne_NS_Garnet,48.4671945308219,-123.332673931544,VIC,Victoria Regional Transit System,Saanich
100971,McKenzie at Cedar Hill (EB),EB_McKenzie_FS_Cedar Hill,48.4686046910976,-123.33481151056,VIC,Victoria Regional Transit System,Saanich
100973,McKenzie 1410 block (EB),EB_1410_block_McKenzie,48.4709076253722,-123.343798953874,VIC,Victoria Regional Transit System,Saanich
100974,Quadra at Saanich (SB),SB_Quadra_NS_Saanich,48.4734755413171,-123.370558649562,VIC,Victoria Regional Transit System,Saanich
100975,McKenzie at Braefoot (EB),EB_McKenzie_FS_Braefoot,48.4718261083327,-123.346440936748,VIC,Victoria Regional Transit System,Saanich
101250,Shelbourne at Elnido (SB),SB_Shelbourne_FS_Elnido,48.4863169064367,-123.337512371894,VIC,Victoria Regional Transit System,Saanich
101251,Island at Wilfert (NB),NB_Island_FS_Wilfert,48.4525639953818,-123.462769000448,VIC,Victoria Regional Transit System,View Royal
101252,Watkiss at Marler (EB),EB_Watkiss_FS_Marler,48.4619309958839,-123.453785999424,VIC,Victoria Regional Transit System,View Royal
101253,Watkiss at Marler (WB),WB_Watkiss_NS_Marler,48.4620649952233,-123.45370699999,VIC,Victoria Regional Transit System,View Royal
101262,Island at Dukrill (NB),NB_Island_FS_Dukrill,48.4587539955779,-123.457554999735,VIC,Victoria Regional Transit System,View Royal
101255,Sooke at Goldstream (EB),EB_Sooke_NS_Goldstream,48.4415502495123,-123.470046749549,VIC,Victoria Regional Transit System,Colwood
101256,Gordon Head at Greenlands (NB),NB_Gordon Head_FS_Greenlands,48.4772429956433,-123.309800999723,VIC,Victoria Regional Transit System,Saanich
101257,West Saanich at 4360 Blk (NB),NB_West Saanich_AT_4360 Blk,48.489747236979,-123.385801827122,VIC,Victoria Regional Transit System,Saanich
101258,Vanalman at Northridge (SB),SB_Vanalman_NS_Northridge,48.4873486172953,-123.397888507178,VIC,Victoria Regional Transit System,Saanich
101259,Vanalman at Northridge (NB),NB_Vanalman_FS_Northridge,48.4876959954386,-123.397598000616,VIC,Victoria Regional Transit System,Saanich
101260,Island at Wilfert (SB),SB_Island_FS_Wilfert,48.4516232853176,-123.463810799263,VIC,Victoria Regional Transit System,View Royal
101261,Sooke at Goldstream (SB),SB_Sooke_FS_Goldstream,48.4415997356601,-123.470185571981,VIC,Victoria Regional Transit System,Colwood
101254,Island at Dukrill (SB),SB_Island_NS_Dukrill,48.4586616588395,-123.458084766137,VIC,Victoria Regional Transit System,View Royal
101263,Interurban at Charlton (NB),NB_Interurban_FS_Charlton,48.4840479958345,-123.414387000017,VIC,Victoria Regional Transit System,Saanich
101264,Interurban at Charlton (SB),SB_Interurban_NS_Charlton,48.4836132441539,-123.414300465597,VIC,Victoria Regional Transit System,Saanich
101265,Tyndall at San Juan (SB),SB_Tyndall_FS_San Juan,48.4827199953662,-123.321945000034,VIC,Victoria Regional Transit System,Saanich
101267,San Juan at Tyndall (EB),EB_San Juan_FS_Tyndall,48.4827448782274,-123.321342215948,VIC,Victoria Regional Transit System,Saanich
101268,Shelbourne at San Juan (NB),NB_Shelbourne_FS_San Juan,48.4869179291641,-123.337268540387,VIC,Victoria Regional Transit System,Saanich
101269,Arbutus 2760 block (EB),EB_2760_block_Arbutus,48.4593011287862,-123.281664924228,VIC,Victoria Regional Transit System,Saanich
101270,College at Cottonwood Creek (NB),NB_College_FS_Cottonwood Creek,48.4353809956419,-123.471530000443,VIC,Victoria Regional Transit System,Colwood
101271,Arbutus at Ebony (SB),SB_Arbutus_FS_Ebony,48.4768149951346,-123.306244999485,VIC,Victoria Regional Transit System,Saanich
101272,San Juan at Chartwell (EB),EB_San Juan_NS_Chartwell,48.4816199954238,-123.317214000138,VIC,Victoria Regional Transit System,Saanich
101273,Lagoon at Goldfinch (WB),WB_Lagoon_NS_Goldfinch,48.4190849956763,-123.476593000588,VIC,Victoria Regional Transit System,Colwood
101274,Tyndall at San Juan (NB),NB_Tyndall_FS_San Juan,48.48303012563,-123.321492669399,VIC,Victoria Regional Transit System,Saanich
101275,Goldstream at Sooke (WB),WB_Goldstream_FS_Sooke,48.4425825566968,-123.471185734238,VIC,Victoria Regional Transit System,Colwood
101276,Milburn at Hockering (SB),SB_Milburn_NS_Hockering,48.4181919953284,-123.479078000343,VIC,Victoria Regional Transit System,Colwood
101277,San Juan at Chartwell (WB),WB_San Juan_NS_Chartwell,48.4816109957721,-123.31672300044,VIC,Victoria Regional Transit System,Saanich
101278,Arbutus at Ebony (NB),NB_Arbutus_FS_Ebony,48.4776159951247,-123.306444999954,VIC,Victoria Regional Transit System,Saanich
101279,Goldstream at Sooke (EB),EB_Goldstream_NS_Sooke,48.442524995874,-123.471384000117,VIC,Victoria Regional Transit System,Colwood
101280,San Juan at Hillcrest (EB),EB_San Juan_FS_Hillcrest,48.4803879958225,-123.312643999928,VIC,Victoria Regional Transit System,Saanich
101281,Vanalman at Mann (NB),NB_Vanalman_NS_Mann,48.4889189954608,-123.39863700026,VIC,Victoria Regional Transit System,Saanich
101660,Cordova Bay at Claremont (NB),NB_Cordova Bay_NS_Claremont,48.5177659953036,-123.366929000678,VIC,Victoria Regional Transit System,Saanich
101661,Cordova Bay at Haliburton (SB),SB_Cordova Bay_NS_Haliburton,48.517517996016,-123.367059000622,VIC,Victoria Regional Transit System,Saanich
101663,Claremont at Cambria Wood (EB),EB_Claremont_FS_Cambria Wood,48.5179179957563,-123.376436999591,VIC,Victoria Regional Transit System,Saanich
101664,Metchosin at Duke Rd W (EB),EB_Metchosin_NS_Duke Rd W,48.3929579951119,-123.510583999843,VIC,Victoria Regional Transit System,Metchosin
101665,Latoria at Desmond (EB),EB_Latoria_FS_Desmond,48.4113234022155,-123.516687820732,VIC,Victoria Regional Transit System,Langford
101666,Metchosin at Duke Rd W (WB),WB_Metchosin_FS_Duke Rd W,48.3930259952886,-123.510802999909,VIC,Victoria Regional Transit System,Metchosin
101668,Goldstream 970 block (EB),EB_970_block_Goldstream,48.4502389952518,-123.510796000486,VIC,Victoria Regional Transit System,Langford
101669,Latoria at Desmond (WB),WB_Latoria_FS_Desmond,48.4115083391186,-123.517094204522,VIC,Victoria Regional Transit System,Langford
101670,Florence Lake at Citation (NB),NB_Florence Lake_NS_Citation,48.4558860632396,-123.50789517155,VIC,Victoria Regional Transit System,Langford
101671,Millstream at Hoylake (NB),NB_Millstream_NS_Hoylake,48.4658858524299,-123.501052838166,VIC,Victoria Regional Transit System,Langford
101672,Sooke at Jacklin (WB),WB_Sooke_FS_Jacklin,48.4340369958643,-123.516552000391,VIC,Victoria Regional Transit System,Langford
101673,Goldstream 990 Block (WB),WB_990_block_Goldstream,48.4503643448343,-123.510871385909,VIC,Victoria Regional Transit System,Langford
101674,Florence Lake at Citation (SB),SB_Florence Lake_FS_Citation,48.4554274720209,-123.507891166179,VIC,Victoria Regional Transit System,Langford
101675,Jacklin at Cecil Blogg (SB),SB_Jacklin_FS_Cecil Blogg,48.4306039954329,-123.517415999738,VIC,Victoria Regional Transit System,Langford
101676,Spencer at Trans-Canada (NB),NB_Spencer_FS_Trans-Canada,48.4535066343966,-123.509678097632,VIC,Victoria Regional Transit System,Langford
101679,Goldstream at Spencer (EB),EB_Goldstream_NS_Spencer,48.4498789953268,-123.512423000611,VIC,Victoria Regional Transit System,Langford
101680,Cordova Bay at Gloria (SB),SB_Cordova Bay_FS_Gloria,48.5195009956503,-123.36723100059,VIC,Victoria Regional Transit System,Saanich
101681,Dunford at Carlow (WB),WB_Dunford_NS_Carlow,48.4458909956511,-123.514490999461,VIC,Victoria Regional Transit System,Langford
101682,Millstream at Goldie (SB),SB_Millstream_FS_Goldie,48.4674159958459,-123.501868999597,VIC,Victoria Regional Transit System,Langford
101683,Sooke at Ayton (EB),EB_Sooke_FS_Ayton,48.4332459958162,-123.51847399956,VIC,Victoria Regional Transit System,Langford
101684,Jenkins at Hull (WB),WB_Jenkins_NS_Hull,48.4414049512904,-123.516470866759,VIC,Victoria Regional Transit System,Langford
101685,Dunford at Carlow (EB),EB_Dunford_FS_Carlow,48.4457439954609,-123.514331999612,VIC,Victoria Regional Transit System,Langford
101686,Carlow at Goldstream (SB),SB_Carlow_FS_Goldstream,48.4492379957465,-123.513299999727,VIC,Victoria Regional Transit System,Langford
101687,Carlow at Costin (NB),NB_Carlow_NS_Costin,48.4475713350783,-123.514205823812,VIC,Victoria Regional Transit System,Langford
101689,Jenkins at Hull (EB),EB_Jenkins_FS_Hull,48.4413601692962,-123.516827102669,VIC,Victoria Regional Transit System,Langford
101690,Cordova Bay at Gloria (NB),NB_Cordova Bay_FS_Gloria,48.520011995747,-123.367105999428,VIC,Victoria Regional Transit System,Saanich
101691,Sooke at Ayton (WB),WB_Sooke_FS_Ayton,48.4332839952354,-123.5189189996,VIC,Victoria Regional Transit System,Langford
101692,Carlow at Linda (SB),SB_Carlow_NS_Linda,48.4472183611936,-123.51475301911,VIC,Victoria Regional Transit System,Langford
101693,Latoria at Klahanie (WB),WB_Latoria_NS_Klahanie,48.4129122959649,-123.520296324837,VIC,Victoria Regional Transit System,Langford
101695,Florence Lake at Rhapsody (SB),SB_Florence Lake_NS_Rhapsody,48.4579040650276,-123.509885745694,VIC,Victoria Regional Transit System,Langford
101696,Latoria at Klahanie (EB),EB_Latoria_FS_Klahanie,48.4132069951459,-123.521240000177,VIC,Victoria Regional Transit System,Langford
101697,Setchfield at Buckler (NB),NB_Setchfield_FS_Buckler,48.4621829958024,-123.507784999742,VIC,Victoria Regional Transit System,Langford
101698,Setchfield at High Forest (SB),SB_Setchfield_NS_High Forest,48.4632549955211,-123.507019000307,VIC,Victoria Regional Transit System,Langford
101699,Treanor at Camli (EB),EB_Treanor_NS_Camli,48.4658929958965,-123.505165999346,VIC,Victoria Regional Transit System,Langford
101700,Treanor at Camli (WB),WB_Treanor_FS_Camli,48.4662433556434,-123.505421082831,VIC,Victoria Regional Transit System,Langford
101701,Setchfield at Martin (NB),NB_Setchfield_FS_Martin,48.4607429954813,-123.509643000664,VIC,Victoria Regional Transit System,Langford
101702,All-Fun Recreation,WB_Millstream_FS_Hordon,48.4707629226209,-123.50396168852,VIC,Victoria Regional Transit System,Langford
101703,Millstream at Hordon (EB),EB_Millstream_NS_Hordon,48.4701781725891,-123.503177591619,VIC,Victoria Regional Transit System,Langford
101704,Sooke at Willshire (WB),WB_Sooke_NS_Willshire,48.432728995226,-123.521793999949,VIC,Victoria Regional Transit System,Langford
101705,Setchfield 2360 block (NB),NB_2360_block_Setchfield,48.465553666185,-123.507563580885,VIC,Victoria Regional Transit System,Langford
101706,Florence Lake at Setchfield (NB),NB_Florence Lake_NS_Setchfield,48.4597549952023,-123.5112689999,VIC,Victoria Regional Transit System,Langford
101707,Sooke at Willshire (EB),EB_Sooke_FS_Willshire,48.4326099958929,-123.521659000466,VIC,Victoria Regional Transit System,Langford
101709,Florence Lake at Setchfield (SB),SB_Florence Lake_FS_Setchfield,48.4593639956808,-123.511337999452,VIC,Victoria Regional Transit System,Langford
101710,Jenkins at Haslam (EB),EB_Jenkins_FS_Haslam,48.4416589953885,-123.519877000528,VIC,Victoria Regional Transit System,Langford
